../../input_audio/p_audio/audio90.wav|We believe we can.
"../../input_audio/p_audio/audio84.wav|As India pursues more trade and investment, we want to be first in line."
../../input_audio/p_audio/audio53.wav|What's that? Then Twitter.
"../../input_audio/p_audio/audio230.wav|in both our countries, in India and in America. Our diversity is our strength, and we have to guard against."
../../input_audio/p_audio/audio224.wav|Do we act with?
../../input_audio/p_audio/audio47.wav|Together we unlock new discoveries.
../../input_audio/p_audio/audio218.wav|the Lions of the Lidious Faith.
../../input_audio/p_audio/audio185.wav|We have Hindus and Muslims.
../../input_audio/p_audio/audio191.wav|part of America's very first amendment.
../../input_audio/p_audio/audio146.wav|as a fellow untouchable.
"../../input_audio/p_audio/audio152.wav|grapple with questions of identity and inequality and how we treat each other, people who are different than us, how we deal with diversity, beliefs, and a faith."
"../../input_audio/p_audio/audio153.wav|Right now in crowded neighborhoods, not far from here, a man is driving an auto rickshaw or washing somebody else's clothes or doing the hard work. No one else will do it."
../../input_audio/p_audio/audio147.wav|My grandfather was a cook for the British Army in Kenya.
../../input_audio/p_audio/audio190.wav|for their branches of the same majestic tree. Bransches of the same majestic tree. Our freedom of religion is written into our founding document.
../../input_audio/p_audio/audio184.wav|across our two great countries.
"../../input_audio/p_audio/audio219.wav|So long, it's not splintered along any lines and is unified as one nation."
../../input_audio/p_audio/audio225.wav|We vote in free election.
"../../input_audio/p_audio/audio46.wav|We believe in the father working far from home, sending money back so his family might have a better life."
"../../input_audio/p_audio/audio52.wav|powered by technology, you are connecting and collaborating like never before. On Facebook."
../../input_audio/p_audio/audio231.wav|Any efforts?
../../input_audio/p_audio/audio85.wav|We're ready to join you in building new infrastructure.
../../input_audio/p_audio/audio91.wav|the even closer partners and ensuring
../../input_audio/p_audio/audio87.wav|the bullet trains to propel India into the future.
../../input_audio/p_audio/audio93.wav|and both our nations have known the anguish of terrorism.
../../input_audio/p_audio/audio44.wav|as society's that celebrate knowledge and innovation.
../../input_audio/p_audio/audio227.wav|Are we measured by?
"../../input_audio/p_audio/audio233.wav|And if we do that well, if America..."
../../input_audio/p_audio/audio50.wav|and built one of the world's largest middle classes.
../../input_audio/p_audio/audio78.wav|Kerala to the banks of Gangnam.
../../input_audio/p_audio/audio192.wav|Your article 25 says that all people are equally entitled to freedom of conscience.
../../input_audio/p_audio/audio186.wav|Christchurch and Sikhs and Jews and Buddhists.
"../../input_audio/p_audio/audio151.wav|many countries, including the United States."
"../../input_audio/p_audio/audio145.wav|When he came to India, Martin Luther King, Jr. was introduced to some school children."
"../../input_audio/p_audio/audio179.wav|And when women are able to work, families are healthier, and communities are wealthier, and entire countries are more prosperous. And when young women are educated, then their children are going to be well-educated."
"../../input_audio/p_audio/audio178.wav|When a girl goes to school, it doesn't just open up her young mind. It benefits all of us because maybe someday she'll start her own business or invent a new technology or cure a disease."
"../../input_audio/p_audio/audio144.wav|In both our countries, generations have worked to live up to these ideals."
"../../input_audio/p_audio/audio150.wav|Even as America has blessed us with extraordinary opportunities, there were moments in my life where I've been treated differently because of the color of my-"
../../input_audio/p_audio/audio187.wav|and so many things.
"../../input_audio/p_audio/audio193.wav|and the right freely to profess, practice, and propagate religion."
"../../input_audio/p_audio/audio79.wav|As we deliver more energy, more electricity, let's do it."
../../input_audio/p_audio/audio232.wav|divide ourselves along sectarian lines or any other
../../input_audio/p_audio/audio51.wav|Nobody embodies this progress in this sense of possibility more than our young people.
../../input_audio/p_audio/audio45.wav|We transformed ourselves into high tech hubs of the global economy.
../../input_audio/p_audio/audio226.wav|Our two nations possess the keys to progress in the century ahead.
../../input_audio/p_audio/audio92.wav|our mutual security.
../../input_audio/p_audio/audio86.wav|the roads and the airport.
../../input_audio/p_audio/audio82.wav|because every child should be able to drink clean water. And every child should be able to breathe cleaner.
../../input_audio/p_audio/audio96.wav|The United States welcomes a greater role for India in the Asia Pacific.
"../../input_audio/p_audio/audio69.wav|From our satellites to their cell phones, to increase yields and boost incomes."
"../../input_audio/p_audio/audio222.wav|And every Indian can take pride in the courage of a humanitarian who liberates boys and girls from forced labor and exploitation who's here today. K. Lash, Sijati, our most recent winner of the Nobel Prize for Peace. So that's what unifies us."
"../../input_audio/p_audio/audio41.wav|But when we look at each other, we see a reflection of ourselves."
"../../input_audio/p_audio/audio55.wav|friends, your cousins."
../../input_audio/p_audio/audio236.wav|That's what makes us world leaders. Not just the size of our economy or the number of weapons we have.
../../input_audio/p_audio/audio197.wav|But there have been times where my faith has been questioned. My people who don't know me.
"../../input_audio/p_audio/audio183.wav|Our nations are strongest when we see that we are all God's children, all equal in his eyes and worthy of his"
"../../input_audio/p_audio/audio168.wav|Now, you may have noticed I am married to a very strong and talented woman. Michelle is not afraid to speak her mind or tell me when I'm wrong, which happens frequently. And we have two beautiful daughters. So I'm surrounded by smart, strong women. And in raising our girls, we've tried to instill in them basic values."
../../input_audio/p_audio/audio154.wav|The woman is cleaning somebody else's house. And a young man is on a bicycle delivering lunch.
"../../input_audio/p_audio/audio140.wav|Look at our countries, the incredible diversity, even here in this hall. India is defined by countless languages and dialects in every color and cast and creed"
../../input_audio/p_audio/audio141.wav|gender and orientations.
../../input_audio/p_audio/audio155.wav|A little girl is hauling a heavy bucket of water.
../../input_audio/p_audio/audio169.wav|sense of compassion for others and respect for themselves and the confidence that they can go as far as their imaginations and abilities will carry them.
"../../input_audio/p_audio/audio182.wav|They can't simply ignore the talents of half their people. And as husbands and fathers and brothers, we have to step up because every girl's life matters, every daughter deserves the same chances our sons. Every woman should be able to go about her day to walk the streets, or ride the bus, and be safe, and be treated with respect and dignity. She deserves that. And one of the favorite things about this trip for me has been to see all these incredible Indian women in the armed forces, including the person who commanded the guard that greeted me when I arrived. It's remarkable. And it's a sign of great strength and great pride."
"../../input_audio/p_audio/audio196.wav|And our lives, Michelle and I have been strengthened by our Christian faith."
../../input_audio/p_audio/audio54.wav|Chances are you're talking to someone in America.
../../input_audio/p_audio/audio237.wav|that our ability to show the way in how we work together.
../../input_audio/p_audio/audio223.wav|We work and we build and we innovate.
../../input_audio/p_audio/audio40.wav|speak different languages.
../../input_audio/p_audio/audio68.wav|working together we're giving farmers new techniques and data.
../../input_audio/p_audio/audio97.wav|where the freedom of navigation must be upheld and disputes must be resolved peacefully.
../../input_audio/p_audio/audio83.wav|We need our young people healthy for their futures. And we can do it. We have the technology to do it. America wants to be your partner in igniting the next wave of Indian growth.
../../input_audio/p_audio/audio95.wav|Now we're deepening our defense cooperation against new challenge.
../../input_audio/p_audio/audio81.wav|Let's put cleaner vehicles on the road and more filtration systems on farms and villages.
../../input_audio/p_audio/audio209.wav|years ago in our state of Wisconsin back in the United States a man went into a Sikh temple.
../../input_audio/p_audio/audio235.wav|has massive as it is with so much diversity. So many differences is able to continually affirm its democracy. That is an example for every other country on earth.
"../../input_audio/p_audio/audio56.wav|The United States has the largest Indian diaspora in the world, including some 3 million proud Indian Americans. And they make America stronger, and they tie us together."
"../../input_audio/p_audio/audio42.wav|Having thrown off colonialism, we created constitutions that began with the three same"
"../../input_audio/p_audio/audio221.wav|go to the movies and applaud actors like Shao Rukang. And when you celebrate athletes like Milk Using or Mary Coleman,"
../../input_audio/p_audio/audio180.wav|and have more opportunities.
../../input_audio/p_audio/audio194.wav|in both our countries.
"../../input_audio/p_audio/audio143.wav|Your constitution begins with the pledge to uphold the dignity of the individual, and our Declaration of Independence proclaims that all men are created equal."
"../../input_audio/p_audio/audio157.wav|are just as important, just as beautiful, just as worthy as ours."
"../../input_audio/p_audio/audio156.wav|And I believe their dreams, their hopes."
"../../input_audio/p_audio/audio142.wav|And likewise in America, we're black and white, and Latino, and Asian, and Indian-American, and Native-American."
"../../input_audio/p_audio/audio195.wav|In all countries, upholding this fundamental freedom is the responsibility of government, but it's also the responsibility of every person."
../../input_audio/p_audio/audio181.wav|So if nations really want to succeed in today's global economy.
../../input_audio/p_audio/audio43.wav|with the people.
"../../input_audio/p_audio/audio220.wav|And it's when all Indians, whatever your faith."
../../input_audio/p_audio/audio234.wav|shows itself as an example of its diversity and yet the capacity to live together and work together in common effort and common purpose if India.
../../input_audio/p_audio/audio57.wav|bonds of family and friendship that allow us to share in each other's success.
../../input_audio/p_audio/audio208.wav|the light of God.
../../input_audio/p_audio/audio80.wav|with clean renewable energy like solar and wind.
../../input_audio/p_audio/audio94.wav|We stand united in the defense of our people.
"../../input_audio/p_audio/audio253.wav|But in our two countries, it's possible."
../../input_audio/p_audio/audio30.wav|those two great souls or why we can gather here today.
../../input_audio/p_audio/audio24.wav|when Reverend Dr. Martin Luther King Jun.
../../input_audio/p_audio/audio247.wav|I was more youthful when I first started this office.
../../input_audio/p_audio/audio8.wav|We believe in the labor of earning his daily wage and the student pursuing her degree.
../../input_audio/p_audio/audio18.wav|My commitment to a new chapter between our countries flows from the deep friendship
../../input_audio/p_audio/audio125.wav|because you shouldn't have to bear that burden along.
"../../input_audio/p_audio/audio131.wav|leadership in the world that defends our security and advances human dignity and protects our planet, that's what I believe India and America can do together."
../../input_audio/p_audio/audio119.wav|I know the argument made by some that it's unfair for countries like the United States to ask developing nations and emerging economies like India to reduce your dependence on the same fossil fuels that help power our growth for more than a century.
../../input_audio/p_audio/audio118.wav|Today I can say that America's carbon pollution is near its lowest level in almost two decades.
../../input_audio/p_audio/audio130.wav|create an economic partnerships that reduce poverty and create opportunities.
../../input_audio/p_audio/audio124.wav|We'll continue to help India deal with the impacts of climate.
../../input_audio/p_audio/audio19.wav|between our people.
"../../input_audio/p_audio/audio9.wav|Danyavad. You know, it has been a great honor to be the first American President to join you for a Republic Day. With the tri-color waving above us, we celebrated the strength of your Constitution."
../../input_audio/p_audio/audio25.wav|was protesting racial segregation in the United States.
"../../input_audio/p_audio/audio246.wav|You know, I'm getting gray hair now."
"../../input_audio/p_audio/audio252.wav|like young people everywhere, you wanna get an education and find a good job and make your mark and it's not easy."
../../input_audio/p_audio/audio31.wav|Indians and America.
../../input_audio/p_audio/audio244.wav|what happens to old minds.
../../input_audio/p_audio/audio27.wav|was Mahatma Gandhi.
../../input_audio/p_audio/audio33.wav|There's another link that binds us more than 100 years ago.
../../input_audio/p_audio/audio250.wav|and India's on track to become the world's most populous country.
../../input_audio/p_audio/audio278.wav|We want him to have the same opportunity.
../../input_audio/p_audio/audio132.wav|So the rest of my time I want to discuss how we can
"../../input_audio/p_audio/audio126.wav|And as we keep working for a strong global agreement on climate change, it's young people like you who have to speak up so we can protect this planet for your generation. I'll be gone when the worst affects have."
../../input_audio/p_audio/audio127.wav|It's your generation and your children that are going to be impacted.
../../input_audio/p_audio/audio133.wav|because in big and diverse societies like ours.
../../input_audio/p_audio/audio279.wav|sisters and brothers of India.
../../input_audio/p_audio/audio32.wav|equal and free.
"../../input_audio/p_audio/audio251.wav|So young Indians like you aren't just going to define the future of this nation, you're going to shape the world."
"../../input_audio/p_audio/audio245.wav|and I'm so optimistic about our future together, is that despite our imperfections,"
../../input_audio/p_audio/audio26.wav|He said that his guiding light.
"../../input_audio/p_audio/audio282.wav|But the reason I stand here today,"
../../input_audio/p_audio/audio269.wav|families as well.
"../../input_audio/p_audio/audio22.wav|On our last celebration here, on our last celebration here, we celebrated the festival of lights in Mumbai. We danced with some children. Unfortunately, we were not able to schedule any dancing this visit. Mr. Rita, what did you do? You know what I mean. So... Everybody said, by the way, how much better a dancer Michelle was than me, which hurt my feelings a little bit."
../../input_audio/p_audio/audio241.wav|these old ways of thinking.
"../../input_audio/p_audio/audio255.wav|Remember, Michelle and I don't come from wealthy backgrounds or famous families. Our families didn't have a lot of money."
"../../input_audio/p_audio/audio36.wav|Vivekananda. And so, Vivekananda helped bring Hinduism and yoga to our country. And he came to my hometown of Chicago. And there, at a great gathering of religious leaders, he spoke of his faith and the divinity in every soul and the purity of love."
"../../input_audio/p_audio/audio137.wav|and our constitutions, and we keep striving to live up to those ideals put to paper all those years ago."
../../input_audio/p_audio/audio123.wav|We welcome in his ambitious targets for generating more clean energy.
../../input_audio/p_audio/audio122.wav|and we don't stand a chance against climate change.
"../../input_audio/p_audio/audio136.wav|And they have, I think, did a great job of describing."
../../input_audio/p_audio/audio254.wav|We have many challenges in front of us.
../../input_audio/p_audio/audio37.wav|He began his speech with a simple greeting.
"../../input_audio/p_audio/audio23.wav|On a more personal level, India represents an intersection of two men who have always inspired."
../../input_audio/p_audio/audio240.wav|because ultimately you're the one who has to break down these old stereotypes and these old barriers.
../../input_audio/p_audio/audio268.wav|We met their children and their
"../../input_audio/p_audio/audio283.wav|new wealth, but also rising inequality."
"../../input_audio/p_audio/audio281.wav|We're home to glittering skyscrapers, but also..."
../../input_audio/p_audio/audio35.wav|We believe in the mother who goes without so that her children might have something more.
"../../input_audio/p_audio/audio256.wav|We did have parents and teachers and communities that cared about us, and with the help of scholarships and student loans, we were able to attend some of the best schools in the world."
"../../input_audio/p_audio/audio242.wav|You know, prejudices and..."
"../../input_audio/p_audio/audio21.wav|I recognized India with the first state visit of my presidency, where we also danced to some pretty good bangra. For the first time, we brought Devali to the White House."
../../input_audio/p_audio/audio108.wav|and help us end the moral outrage of even a single child dying from a preventable disease.
"../../input_audio/p_audio/audio120.wav|But here's the truth, even if countries like the United States curb our emissions."
"../../input_audio/p_audio/audio134.wav|progress ultimately depends on something more basic, and that is how we see each other."
../../input_audio/p_audio/audio135.wav|We know from experience what makes Nations strong.
../../input_audio/p_audio/audio121.wav|countries that are growing rapidly like India with soaring energy needs don't also embrace cleaner fuel.
../../input_audio/p_audio/audio109.wav|Together we can stand up against human traffic.
"../../input_audio/p_audio/audio243.wav|stereotypes and assumptions. Yeah, those are..."
../../input_audio/p_audio/audio20.wav|Michelle and I have felt it ourselves.
../../input_audio/p_audio/audio34.wav|America welcomed a son of India.
"../../input_audio/p_audio/audio257.wav|Without that education, we wouldn't be here today."
"../../input_audio/p_audio/audio280.wav|We are not perfect countries, and we've known tragedy, and we've known triumph."
"../../input_audio/p_audio/audio272.wav|And his father works as a stone layer farther away, but sends home what little he makes so he can go to school."
"../../input_audio/p_audio/audio11.wav|In yesterday's parade, we saw the pride and the diversity of this nation, including the daredevils on their royal infields, which was very impressive."
"../../input_audio/p_audio/audio1.wav|Three years ago, in our state of Wisconsin, back in the United States, a man went into a Sikh temple and a terrible act of violence killed six innocent people, Americans and Indians."
"../../input_audio/p_audio/audio266.wav|While we were there, we met some of the laborers who are"
"../../input_audio/p_audio/audio39.wav|So today, let me say sisters and brothers of India. My confidence in what our nations can achieve together is rooted in the values that we share. For we may have our different history."
"../../input_audio/p_audio/audio104.wav|from Burma to Sri Lanka. We're at today, there's new hope for democracy."
../../input_audio/p_audio/audio110.wav|and work to end the scourge of modern-day slavery.
../../input_audio/p_audio/audio138.wav|of what's important here.
../../input_audio/p_audio/audio139.wav|We are strongest when we see the inherent dignity in every human being.
../../input_audio/p_audio/audio111.wav|And being global partners means confronting the urgent global challenge of climate
"../../input_audio/p_audio/audio105.wav|With your experience in elections, you can help other countries with theirs."
../../input_audio/p_audio/audio38.wav|Sisters and Brothers of America.
../../input_audio/p_audio/audio267.wav|the backbone of this nation's progress.
../../input_audio/p_audio/audio273.wav|and visual loves math and mostly studies.
"../../input_audio/p_audio/audio10.wav|Okay, tribute to India's fallen heroes."
../../input_audio/p_audio/audio265.wav|We visited Humayun's tomb.
"../../input_audio/p_audio/audio2.wav|And in that moment of shared grief, our two countries reaffirmed a basic truth, as we must again today."
../../input_audio/p_audio/audio12.wav|Secret service does not let me ride motorcycles. Especially not on my head.
"../../input_audio/p_audio/audio271.wav|And today, Vishal is 16 years old, and he and his family live in South Delhi in the village of Mourbon. He's Vishal. And his mother works hard in their modest home, and his sister is now in university. She wants to become a teacher. His brother is a construction worker earning his daily wage."
"../../input_audio/p_audio/audio259.wav|So as India builds new community colleges, we'll link you with our own. So more young people graduate with the skills and training to succeed."
"../../input_audio/p_audio/audio113.wav|melting Himalayan glaciers, more unpredictable months soon."
../../input_audio/p_audio/audio107.wav|India can do more around the world to fight disease and develop new vaccines.
../../input_audio/p_audio/audio106.wav|with your expertise in science and medicine.
../../input_audio/p_audio/audio112.wav|with rising seas.
"../../input_audio/p_audio/audio258.wav|Whether it's in America or here in India or around the world, we believe young people like you ought to have every chance to pursue your dreams as well."
../../input_audio/p_audio/audio13.wav|I realize that the sight of an American president as your chief guest on Republic Day would once have seemed unimaginable. But my visit reflects the possibilities of a new moment.
"../../input_audio/p_audio/audio270.wav|some wonderful young children with bright smiles, sparks in their eyes. And one of the children we met was a boy named Vee Shal."
../../input_audio/p_audio/audio264.wav|On our last visit here.
"../../input_audio/p_audio/audio3.wav|Every person has the right to practice their faith, how they choose, or to practice no faith at all, and to do so free of persecution and fear and discrimination. Thank you so much. Thank you so much, Neha, for what a wonderful introduction. Everybody, please have a seat. Nothing fills me with more hope than when I hear incredible young people like Neha and all the outstanding work that she's doing on behalf of."
../../input_audio/p_audio/audio248.wav|That's why young people are so important.
../../input_audio/p_audio/audio7.wav|And we believe in a young boy who knows that if he just keeps studying.
../../input_audio/p_audio/audio260.wav|We'll increase collaborations between our colleges and universities.
"../../input_audio/p_audio/audio274.wav|And when he's not studying, he likes watching."
"../../input_audio/p_audio/audio17.wav|Today I want to speak directly to you, the people of India, about what I believe we can achieve together and how we can do it."
"../../input_audio/p_audio/audio116.wav|And we do these things because they make our lives better and safer and more prosperous, but we also do them because our moral imaginations extend beyond the limits of our own lives."
"../../input_audio/p_audio/audio102.wav|That's why I support a reformed United Nations Security Council that includes India as a permanent member. Applause Of course, as I've said before, with power comes responsibility."
"../../input_audio/p_audio/audio103.wav|In this region, India can play a positive role in helping countries forge a better future."
"../../input_audio/p_audio/audio117.wav|The United States recognizes our part in creating this problem, so we're leading the global effort to combat it."
../../input_audio/p_audio/audio275.wav|and he dreams of someday joining the Indian Armed Forces.
../../input_audio/p_audio/audio16.wav|I laid out my vision for how our two nations can build that part.
"../../input_audio/p_audio/audio6.wav|I bring the friendship and the greetings of the American people. On behalf of myself and Michelle, thank you so much for welcoming us back to India."
../../input_audio/p_audio/audio261.wav|and help create the next Indian Institute of Technology.
"../../input_audio/p_audio/audio249.wav|in these efforts. You know, here in India, most people are under 35 years old."
"../../input_audio/p_audio/audio28.wav|When Dr. King came to India, he said that being here in Gandhi's land reaffirmed his conviction that in the struggle for justice and human dignity, the most potent weapon of all."
"../../input_audio/p_audio/audio14.wav|As I've said many times, I believe that the relationship between India and the United States can be one of the defining partnerships of the century."
"../../input_audio/p_audio/audio277.wav|And then V-shaws dreams are as important as Malayan Sasha's dreams, our daughters."
"../../input_audio/p_audio/audio263.wav|Because one other thing we have in common, Indians, Americans are some of the hardest working people on earth. And I've seen that, Michelle and I've seen that in a family here in India. I just want to tell you a quick story."
"../../input_audio/p_audio/audio4.wav|India's youth, and for representing this nation's energy and its optimism and its idealism, she makes me very, very proud. And I'm sure, I think that may be her."
../../input_audio/p_audio/audio129.wav|Development that lifts up the lives and health of our people.
../../input_audio/p_audio/audio101.wav|multilateral institutions created in the 20th century have to be updated for the 21st.
../../input_audio/p_audio/audio115.wav|few countries will be more affected by a warmer planet.
../../input_audio/p_audio/audio114.wav|Cyclone's getting stronger.
../../input_audio/p_audio/audio100.wav|to ensure international security and peace.
../../input_audio/p_audio/audio128.wav|And that's why it's urgent that we begin this work right now.
"../../input_audio/p_audio/audio262.wav|will encourage young entrepreneurs who want to start a business, and will increase exchanges because I want more American students coming to India and more Indian students coming to America. And that way we can learn from each other and we can go further."
"../../input_audio/p_audio/audio5.wav|Is that somebody related to? Okay, because we just had a chance to meet, and she's beaming with pride right now, sitting next to you. Give Neha a big round of applause once a day. Applause. The distinguished guests, ladies and gentlemen, to all the students and young people who are here today, to the people of India watching and listening across this vast nation."
../../input_audio/p_audio/audio15.wav|But I spoke to your parliament on my last visit.
../../input_audio/p_audio/audio276.wav|And we're grateful that Vishal and his family joined us today. We're very proud of him because he's an example of the talent that's he...
../../input_audio/p_audio/audio29.wav|nonviolent resistance.
"../../input_audio/p_audio/audio99.wav|We must never stop working for the world as it should be, a world without nuclear weapons. That should be a goal for all of us. I believe if we're going to be true global partners, then our two nations must do more around the world together."
../../input_audio/p_audio/audio72.wav|students being able to study at night.
"../../input_audio/p_audio/audio211.wav|And in that moment of shared grief, our two countries reaffirmed a basic truth, as we must again today."
../../input_audio/p_audio/audio205.wav|and too often.
../../input_audio/p_audio/audio66.wav|need not dictate the arc of our lives.
"../../input_audio/p_audio/audio239.wav|And finally, our nations are strongest when we empower our young people."
../../input_audio/p_audio/audio198.wav|Or they've said I'd hear to a different religion as if that were somehow a bad thing.
"../../input_audio/p_audio/audio167.wav|Our nations are strongest when we uphold the equality of all our people, and that includes our women."
"../../input_audio/p_audio/audio173.wav|We have some great role models, including here today, the former Speaker of our House of Representatives, Nancy Pelosi, who was the first woman speaker of the House, and my great partner. And here in India, it's the wives and the mothers who so often hold families and communities together."
../../input_audio/p_audio/audio172.wav|and that they're treated equally.
../../input_audio/p_audio/audio166.wav|have their ability to dream big and then reach those dreams.
../../input_audio/p_audio/audio199.wav|Around the world we've seen in tolerance and violence.
../../input_audio/p_audio/audio238.wav|and how much respect we show each other.
../../input_audio/p_audio/audio204.wav|No society is immune from the darkest impulses of men.
../../input_audio/p_audio/audio67.wav|America wants to be your partner as you lift up the lives of the Indian people and provide greater opportunity.
"../../input_audio/p_audio/audio73.wav|businesses being able to stay open longer and hire more workers, farmers being able to use mechanized tools that increase their productivity."
"../../input_audio/p_audio/audio210.wav|in a terrible act of violence killed six innocent people, Americans and Indians."
../../input_audio/p_audio/audio98.wav|And even as we acknowledge the world as it is.
../../input_audio/p_audio/audio65.wav|And here's what I think we can do together.
../../input_audio/p_audio/audio206.wav|Religion has been used.
"../../input_audio/p_audio/audio212.wav|Every person has the right to practice their faith, how they choose, or to practice no faith at all, and to do so free of persecution and fear and discrimination. The peace we seek in the world begins in human heart."
"../../input_audio/p_audio/audio71.wav|And with the breakthroughs we achieved on this visit, we can finally move toward fully implementing our civil nuclear agreement, which will mean more reliable electricity for Indians and cleaner non-carbon energy that helps fight climate change. And I don't have to describe for you what more electricity means."
"../../input_audio/p_audio/audio59.wav|I believe America can be India's best partner. I believe that. Of course, only Indians can decide India's role in the world, but I'm here because I'm absolutely convinced that both our peoples will have more jobs and opportunities."
"../../input_audio/p_audio/audio170.wav|And as part of Michelle's work as First Lady, she's met with women and girls around the world, including here in India, to let them know that America believes in them too."
../../input_audio/p_audio/audio164.wav|Have a chance.
../../input_audio/p_audio/audio158.wav|So even as we live in a world of...
../../input_audio/p_audio/audio159.wav|terrible in a quote.
../../input_audio/p_audio/audio165.wav|Everybody who's willing to work for it.
"../../input_audio/p_audio/audio171.wav|In the United States, we're still working to make sure that women and girls have all the opportunities they deserve."
"../../input_audio/p_audio/audio58.wav|So for all these reasons, India and the United States are not just natural partners."
../../input_audio/p_audio/audio213.wav|And it finds its glorious expression when we look beyond any differences in religion or tribe and rejoice in the beauty of every soul.
../../input_audio/p_audio/audio70.wav|We're joining you in your effort to empower every Indian with a bank account.
"../../input_audio/p_audio/audio64.wav|I believe that. So here in New Delhi, Prime Minister Modi and I have begun this work anew."
../../input_audio/p_audio/audio207.wav|happened to those darker impulses as opposed to...
../../input_audio/p_audio/audio48.wav|from the particles of creation to outer space.
"../../input_audio/p_audio/audio203.wav|up for their faith, but in fact are betraying it."
../../input_audio/p_audio/audio60.wav|Our nations will be more secure and the world will be safer.
../../input_audio/p_audio/audio74.wav|whole communities seeing more prosper.
../../input_audio/p_audio/audio217.wav|We lift up the least among us.
"../../input_audio/p_audio/audio149.wav|When we were born, people who looked like us still couldn't vote in some parts of the country."
../../input_audio/p_audio/audio175.wav|And the young women who are here today are part of a new generation that is making your voice heard and standing up and determined to play your part in India's progress.
"../../input_audio/p_audio/audio161.wav|even a duly can help write a constitution and even a T-seller can become Prime Minister. The point is that the aim is a piece of art,"
../../input_audio/p_audio/audio160.wav|We're also proud to live in countries where even the grandson of a cook can become president.
"../../input_audio/p_audio/audio174.wav|Indian women have shown that they can succeed in every field, including government where many of your leaders are women."
../../input_audio/p_audio/audio148.wav|distance branches of Michelle's family tree include both slaves and slave owners.
"../../input_audio/p_audio/audio75.wav|In recent years, India has lifted more people out of poverty than any other country. And now we have a historic opportunity with India leading the way to end the injustice of extreme poverty all around the world. The President America wants to be your partner as you protect the health of your people."
../../input_audio/p_audio/audio216.wav|India will succeed so long as it is not splintered.
../../input_audio/p_audio/audio202.wav|to be standing.
../../input_audio/p_audio/audio61.wav|and more just place when our two democracies.
"../../input_audio/p_audio/audio49.wav|And we are among the few nations to have gone to both the moon and to Mars. And here in India, this dynamism has resulted in a stunning achievement. You've lifted countless millions from poverty."
../../input_audio/p_audio/audio88.wav|We're ready to help design smart cities that serve citizens better. And we want to develop more advanced technologies within the US. We do with our closest allies.
../../input_audio/p_audio/audio228.wav|our efforts by what Dr. King called the content of our character rather than the color of our skin or the manner in which we
../../input_audio/p_audio/audio214.wav|And nowhere is that more important than India. No where is it going to be more necessary for that foundational
../../input_audio/p_audio/audio77.wav|on the back waters of
../../input_audio/p_audio/audio63.wav|world's oldest democracy stand together.
../../input_audio/p_audio/audio200.wav|We reached for heights previous generations could not even imagine.
"../../input_audio/p_audio/audio189.wav|who said, for me, the different religions are beautiful flowers from the same garden."
../../input_audio/p_audio/audio162.wav|must be not to just have a few do well.
"../../input_audio/p_audio/audio176.wav|And here's what we know. We know from experience that nations are more successful when their women are successful. When girls go to school, this is one of the most direct measures of whether a nation is going to develop effectively is how it treats its women."
../../input_audio/p_audio/audio177.wav|human rights and human dignity and it is
../../input_audio/p_audio/audio163.wav|But to have everybody.
../../input_audio/p_audio/audio188.wav|And we remember the wisdom of Gandhiji.
../../input_audio/p_audio/audio62.wav|We're its largest democracy.
../../input_audio/p_audio/audio201.wav|perpetrated by those who...
../../input_audio/p_audio/audio215.wav|value to be uphill.
../../input_audio/p_audio/audio76.wav|and the beauty of this land.
../../input_audio/p_audio/audio229.wav|Worship our God.
../../input_audio/p_audio/audio89.wav|We believe that the circumstances of our birth
